Customer ID,Recency,Frequency,Monetary,Monetary_capped,R_score,F_score,M_score,RFM_Score,RFM_Total,Segment
17156,492,1,592,592,1,2,2,122,5,Lost
17157,8,19,5152,5152,5,5,5,555,15,Champions
17158,32,5,1980,1980,4,4,4,444,12,Champions
17159,22,5,2100,2100,4,4,4,444,12,Champions
17160,31,17,10209,10209,4,5,5,455,14,Champions
17161,444,1,856,856,1,2,3,123,6,Lost
17162,29,10,1715,1715,4,5,4,454,13,Champions
17163,22,4,700,700,4,4,3,443,11,Loyal Customers
17164,33,7,2467,2467,4,4,4,444,12,Champions
17165,284,6,1794,1794,2,4,4,244,10,At Risk
17166,39,2,206,206,4,3,1,431,8,Loyal Customers
17167,380,3,867,867,2,3,3,233,8,At Risk
17168,499,1,400,400,1,2,2,122,5,Lost
17169,58,3,1157,1157,4,3,3,433,10,Loyal Customers
17170,374,2,179,179,2,3,1,231,6,At Risk
17171,289,2,385,385,2,3,2,232,7,At Risk
17172,79,3,957,957,3,3,3,333,9,Loyal Customers
17173,5,8,3767,3767,5,5,5,555,15,Champions
17174,218,1,60,60,2,2,1,221,5,Lost
17175,44,4,1444,1444,4,4,4,444,12,Champions
17176,202,3,902,902,2,3,3,233,8,At Risk
17177,505,1,120,120,1,2,1,121,4,Lost
17178,731,1,433,433,1,2,2,122,5,Lost
17179,178,6,1507,1507,3,4,4,344,11,Loyal Customers
17180,56,11,2237,2237,4,5,4,454,13,Champions
17181,57,3,310,310,4,3,2,432,9,Loyal Customers
17182,423,2,321,321,1,3,2,132,6,At Risk
17183,8,6,3347,3347,5,4,5,545,14,Champions
17184,569,2,198,198,1,3,1,131,5,At Risk
17185,592,3,229,229,1,3,1,131,5,At Risk
17186,47,2,144,144,4,3,1,431,8,Loyal Customers
17187,227,2,468,468,2,3,2,232,7,At Risk
17188,11,13,4593,4593,5,5,5,555,15,Champions
17189,106,5,954,954,3,4,3,343,10,Loyal Customers
17190,59,7,1725,1725,4,4,4,444,12,Champions
17191,28,15,4310,4310,4,5,5,455,14,Champions
17192,536,1,75,75,1,2,1,121,4,Lost
17193,36,9,2310,2310,4,5,4,454,13,Champions
17194,361,2,777,777,2,3,3,233,8,At Risk
17195,655,1,563,563,1,2,2,122,5,Lost
17196,428,1,328,328,1,2,2,122,5,Lost
17197,30,1,1013,1013,4,2,3,423,9,New Customers
17198,24,3,692,692,4,3,3,433,10,Loyal Customers
17199,582,1,135,135,1,2,1,121,4,Lost
17200,387,4,357,357,2,4,2,242,8,At Risk
17201,54,4,1133,1133,4,4,3,443,11,Loyal Customers
17202,421,1,161,161,1,2,1,121,4,Lost
17203,36,10,5564,5564,4,5,5,455,14,Champions
17204,175,9,5505,5505,3,5,5,355,13,Loyal Customers
17205,54,3,999,999,4,3,3,433,10,Loyal Customers
17206,53,1,204,204,4,2,1,421,7,New Customers
17207,652,1,292,292,1,2,2,122,5,Lost
17208,396,1,111,111,2,2,1,221,5,Lost
17209,649,3,596,596,1,3,2,132,6,At Risk
17210,393,1,252,252,2,2,1,221,5,Lost
17211,27,13,3773,3773,4,5,5,455,14,Champions
17212,253,3,794,794,2,3,3,233,8,At Risk
17213,40,13,4869,4869,4,5,5,455,14,Champions
17214,60,6,1059,1059,3,4,3,343,10,Loyal Customers
17215,464,1,186,186,1,2,1,121,4,Lost
17216,554,1,64,64,1,2,1,121,4,Lost
17217,234,2,210,210,2,3,1,231,6,At Risk
17218,4,18,3889,3889,5,5,5,555,15,Champions
17219,32,2,259,259,4,3,1,431,8,Loyal Customers
17220,24,21,4451,4451,4,5,5,455,14,Champions
17221,7,5,977,977,5,4,3,543,12,Loyal Customers
17222,65,6,1564,1564,3,4,4,344,11,Loyal Customers
17223,310,3,523,523,2,3,2,232,7,At Risk
17224,501,1,101,101,1,2,1,121,4,Lost
17225,582,1,131,131,1,2,1,121,4,Lost
17226,309,3,895,895,2,3,3,233,8,At Risk
17227,19,12,1879,1879,5,5,4,554,14,Champions
17228,16,13,2820,2820,5,5,4,554,14,Champions
17229,96,2,319,319,3,3,2,332,8,Loyal Customers
17230,264,18,9388,9388,2,5,5,255,12,At Risk
17231,12,25,7065,7065,5,5,5,555,15,Champions
17232,3,2,418,418,5,3,2,532,10,Loyal Customers
17233,35,3,561,561,4,3,2,432,9,Loyal Customers
17234,183,1,150,150,3,2,1,321,6,Lost
17235,25,8,1563,1563,4,5,4,454,13,Champions
17236,13,12,1929,1929,5,5,4,554,14,Champions
17237,11,4,994,994,5,4,3,543,12,Loyal Customers
17238,3,32,7331,7331,5,5,5,555,15,Champions
17239,313,4,1189,1189,2,4,3,243,9,At Risk
17240,596,1,131,131,1,2,1,121,4,Lost
17241,385,12,2737,2737,2,5,4,254,11,At Risk
17242,108,5,2889,2889,3,4,5,345,12,Loyal Customers
17243,1,69,20185,20185,5,5,5,555,15,Champions
17244,53,5,1826,1826,4,4,4,444,12,Champions
17245,205,2,372,372,2,3,2,232,7,At Risk
17246,547,2,39,39,1,3,1,131,5,At Risk
17247,15,1,280,280,5,2,1,521,8,New Customers
17248,120,2,501,501,3,3,2,332,8,Loyal Customers
17249,429,1,68,68,1,2,1,121,4,Lost
17250,4,2,382,382,5,3,2,532,10,Loyal Customers
17251,363,3,799,799,2,3,3,233,8,At Risk
17252,117,2,349,349,3,3,2,332,8,Loyal Customers
17253,18,1,178,178,5,2,1,521,8,New Customers
17254,5,3,469,469,5,3,2,532,10,Loyal Customers
17255,41,4,782,782,4,4,3,443,11,Loyal Customers
17256,107,5,499,499,3,4,2,342,9,Loyal Customers
17257,436,2,190,190,1,3,1,131,5,At Risk
17258,397,2,417,417,2,3,2,232,7,At Risk
17259,148,6,1452,1452,3,4,4,344,11,Loyal Customers
17260,411,1,121,121,1,2,1,121,4,Lost
17261,510,1,222,222,1,2,1,121,4,Lost
17262,52,11,2489,2489,4,5,4,454,13,Champions
17263,208,1,63,63,2,2,1,221,5,Lost
17264,424,1,268,268,1,2,1,121,4,Lost
17265,139,2,550,550,3,3,2,332,8,Loyal Customers
17266,2,5,502,502,5,4,2,542,11,Loyal Customers
17267,127,2,317,317,3,3,2,332,8,Loyal Customers
17268,108,11,1734,1734,3,5,4,354,12,Loyal Customers
17269,386,1,492,492,2,2,2,222,6,Lost
17270,469,2,601,601,1,3,2,132,6,At Risk
17271,736,1,204,204,1,2,1,121,4,Lost
17272,42,4,2149,2149,4,4,4,444,12,Champions
17273,424,1,141,141,1,2,1,121,4,Lost
17274,35,2,573,573,4,3,2,432,9,Loyal Customers
17275,383,1,114,114,2,2,1,221,5,Lost
17276,402,1,501,501,2,2,2,222,6,Lost
17277,228,2,1065,1065,2,3,3,233,8,At Risk
17278,241,2,271,271,2,3,1,231,6,At Risk
17279,58,1,188,188,4,2,1,421,7,New Customers
17280,438,1,119,119,1,2,1,121,4,Lost
17281,374,6,798,798,2,4,3,243,9,At Risk
17282,130,5,2309,2309,3,4,4,344,11,Loyal Customers
17283,379,1,188,188,2,2,1,221,5,Lost
17284,60,7,2559,2559,3,4,4,344,11,Loyal Customers
17285,628,2,400,400,1,3,2,132,6,At Risk
17286,22,3,389,389,4,3,2,432,9,Loyal Customers
17287,26,21,3827,3827,4,5,5,455,14,Champions
17288,9,11,2468,2468,5,5,4,554,14,Champions
17289,32,9,2042,2042,4,5,4,454,13,Champions
17290,4,8,1427,1427,5,5,4,554,14,Champions
17291,308,1,551,551,2,2,2,222,6,Lost
17292,472,2,272,272,1,3,1,131,5,At Risk
17293,8,17,3751,3751,5,5,5,555,15,Champions
17294,669,2,468,468,1,3,2,132,6,At Risk
17295,29,3,547,547,4,3,2,432,9,Loyal Customers
17296,730,1,338,338,1,2,2,122,5,Lost
17297,17,1,128,128,5,2,1,521,8,New Customers
17298,101,5,938,938,3,4,3,343,10,Loyal Customers
17299,12,6,993,993,5,4,3,543,12,Loyal Customers
17300,391,2,394,394,2,3,2,232,7,At Risk
17301,21,2,294,294,4,3,2,432,9,Loyal Customers
17302,15,5,1136,1136,5,4,3,543,12,Loyal Customers
17303,361,1,250,250,2,2,1,221,5,Lost
17304,534,1,112,112,1,2,1,121,4,Lost
17305,649,1,2135,2135,1,2,4,124,7,Lost
17306,11,21,9782,9782,5,5,5,555,15,Champions
17307,395,11,4000,4000,2,5,5,255,12,At Risk
17308,393,2,4512,4512,2,3,5,235,10,At Risk
17309,95,3,320,320,3,3,2,332,8,Loyal Customers
17310,387,2,1025,1025,2,3,3,233,8,At Risk
17311,78,6,3567,3567,3,4,5,345,12,Loyal Customers
17312,139,3,644,644,3,3,3,333,9,Loyal Customers
17313,31,1,2329,2329,4,2,4,424,10,New Customers
17314,25,17,4904,4904,4,5,5,455,14,Champions
17315,2,41,9560,9560,5,5,5,555,15,Champions
17316,420,1,124,124,1,2,1,121,4,Lost
17317,46,3,2600,2600,4,3,4,434,11,Loyal Customers
17318,725,1,157,157,1,2,1,121,4,Lost
17319,669,1,29,29,1,2,1,121,4,Lost
17320,100,6,2445,2445,3,4,4,344,11,Loyal Customers
17321,8,6,1665,1665,5,4,4,544,13,Champions
17322,376,5,923,923,2,4,3,243,9,At Risk
17323,15,12,1548,1548,5,5,4,554,14,Champions
17324,18,12,2171,2171,5,5,4,554,14,Champions
17325,280,3,610,610,2,3,3,233,8,At Risk
17326,408,2,312,312,2,3,2,232,7,At Risk
17327,410,2,152,152,1,3,1,131,5,At Risk
17328,673,1,105,105,1,2,1,121,4,Lost
17329,14,5,999,999,5,4,3,543,12,Loyal Customers
17330,23,4,424,424,4,4,2,442,10,Loyal Customers
17331,124,1,175,175,3,2,1,321,6,Lost
17332,528,5,828,828,1,4,3,143,8,At Risk
17333,86,1,494,494,3,2,2,322,7,Lost
17334,302,3,635,635,2,3,3,233,8,At Risk
17335,384,2,497,497,2,3,2,232,7,At Risk
17336,472,1,81,81,1,2,1,121,4,Lost
17337,151,4,1980,1980,3,4,4,344,11,Loyal Customers
17338,17,17,11881,11881,5,5,5,555,15,Champions
17339,94,3,302,302,3,3,2,332,8,Loyal Customers
17340,30,18,19618,19618,4,5,5,455,14,Champions
17341,157,5,1272,1272,3,4,4,344,11,Loyal Customers
17342,380,4,1228,1228,2,4,4,244,10,At Risk
17343,355,6,1260,1260,2,4,4,244,10,At Risk
17344,46,2,457,457,4,3,2,432,9,Loyal Customers
17345,15,10,1587,1587,5,5,4,554,14,Champions
17346,4,26,4991,4991,5,5,5,555,15,Champions
17347,86,1,229,229,3,2,1,321,6,Lost
17348,15,9,2431,2431,5,5,4,554,14,Champions
17349,179,5,772,772,3,4,3,343,10,Loyal Customers
17350,8,7,1894,1894,5,4,4,544,13,Champions
17351,36,12,1964,1964,4,5,4,454,13,Champions
17352,696,1,36,36,1,2,1,121,4,Lost
17353,129,4,3242,3242,3,4,5,345,12,Loyal Customers
17354,51,4,3134,3134,4,4,5,445,13,Champions
17355,386,1,273,273,2,2,1,221,5,Lost
17356,312,5,946,946,2,4,3,243,9,At Risk
17357,24,2,384,384,4,3,2,432,9,Loyal Customers
17358,303,5,861,861,2,4,3,243,9,At Risk
17359,11,2,284,284,5,3,2,532,10,Loyal Customers
17360,17,6,1201,1201,5,4,4,544,13,Champions
17361,49,5,872,872,4,4,3,443,11,Loyal Customers
17362,239,7,1024,1024,2,4,3,243,9,At Risk
17363,395,3,920,920,2,3,3,233,8,At Risk
17364,1,28,11973,11973,5,5,5,555,15,Champions
17365,13,15,8179,8179,5,5,5,555,15,Champions
17366,432,2,1077,1077,1,3,3,133,7,At Risk
17367,238,1,168,168,2,2,1,221,5,Lost
17368,23,14,2758,2758,4,5,4,454,13,Champions
17369,456,1,979,979,1,2,3,123,6,Lost
17370,73,4,446,446,3,4,2,342,9,Loyal Customers
17371,17,6,651,651,5,4,3,543,12,Loyal Customers
17372,41,27,4316,4316,4,5,5,455,14,Champions
17373,40,7,1168,1168,4,4,3,443,11,Loyal Customers
17374,219,3,727,727,2,3,3,233,8,At Risk
17375,199,4,661,661,2,4,3,243,9,At Risk
17376,71,4,454,454,3,4,2,342,9,Loyal Customers
17377,24,78,17639,17639,4,5,5,455,14,Champions
17378,374,1,11,11,2,2,1,221,5,Lost
17379,11,1,390,390,5,2,2,522,9,New Customers
17380,434,3,645,645,1,3,3,133,7,At Risk
17381,9,38,36399,28616,5,5,5,555,15,Champions
17382,65,8,902,902,3,5,3,353,11,Loyal Customers
17383,4,2,304,304,5,3,2,532,10,Loyal Customers
17384,19,3,508,508,5,3,2,532,10,Loyal Customers
17385,15,1,256,256,5,2,1,521,8,New Customers
17386,8,7,2813,2813,5,4,4,544,13,Champions
17387,20,2,747,747,4,3,3,433,10,Loyal Customers
17388,78,11,2675,2675,3,5,4,354,12,Loyal Customers
17389,1,61,57215,28616,5,5,5,555,15,Champions
17390,421,1,149,149,1,2,1,121,4,Lost
17391,164,2,509,509,3,3,2,332,8,Loyal Customers
17392,307,3,580,580,2,3,2,232,7,At Risk
17393,411,2,381,381,1,3,2,132,6,At Risk
17394,219,1,204,204,2,2,1,221,5,Lost
17395,508,1,98,98,1,2,1,121,4,Lost
17396,39,13,8392,8392,4,5,5,455,14,Champions
17397,22,3,1198,1198,4,3,3,433,10,Loyal Customers
17398,115,3,653,653,3,3,3,333,9,Loyal Customers
17400,126,8,4623,4623,3,5,5,355,13,Loyal Customers
17401,541,1,115,115,1,2,1,121,4,Lost
17402,5,22,4601,4601,5,5,5,555,15,Champions
17403,36,2,383,383,4,3,2,432,9,Loyal Customers
17404,4,21,47638,28616,5,5,5,555,15,Champions
17405,1,3,1031,1031,5,3,3,533,11,Loyal Customers
17406,333,13,4187,4187,2,5,5,255,12,At Risk
17407,412,1,553,553,1,2,2,122,5,Lost
17408,163,3,316,316,3,3,2,332,8,Loyal Customers
17409,185,10,7794,7794,3,5,5,355,13,Loyal Customers
17410,16,5,1215,1215,5,4,4,544,13,Champions
17411,12,5,1425,1425,5,4,4,544,13,Champions
17412,3,16,4220,4220,5,5,5,555,15,Champions
17413,405,2,560,560,2,3,2,232,7,At Risk
17414,44,6,2250,2250,4,4,4,444,12,Champions
17415,80,1,508,508,3,2,2,322,7,Lost
17416,30,22,17298,17298,4,5,5,455,14,Champions
17417,549,1,164,164,1,2,1,121,4,Lost
17418,42,3,670,670,4,3,3,433,10,Loyal Customers
17419,11,18,6126,6126,5,5,5,555,15,Champions
17420,50,6,954,954,4,4,3,443,11,Loyal Customers
17421,386,3,1059,1059,2,3,3,233,8,At Risk
17422,16,11,3595,3595,5,5,5,555,15,Champions
17423,46,3,1119,1119,4,3,3,433,10,Loyal Customers
17425,19,2,759,759,5,3,3,533,11,Loyal Customers
17426,8,13,8078,8078,5,5,5,555,15,Champions
17427,72,1,101,101,3,2,1,321,6,Lost
17428,1,45,31467,28616,5,5,5,555,15,Champions
17429,128,5,1357,1357,3,4,4,344,11,Loyal Customers
17430,33,4,623,623,4,4,3,443,11,Loyal Customers
17431,313,1,403,403,2,2,2,222,6,Lost
17432,18,9,1729,1729,5,5,4,554,14,Champions
17433,88,2,570,570,3,3,2,332,8,Loyal Customers
17434,2,7,2374,2374,5,4,4,544,13,Champions
17435,411,1,331,331,1,2,2,122,5,Lost
17436,2,5,534,534,5,4,2,542,11,Loyal Customers
17437,530,1,370,370,1,2,2,122,5,Lost
17438,254,5,1423,1423,2,4,4,244,10,At Risk
17439,656,1,326,326,1,2,2,122,5,Lost
17440,157,4,324,324,3,4,2,342,9,Loyal Customers
17441,732,1,293,293,1,2,2,122,5,Lost
17442,37,15,4620,4620,4,5,5,455,14,Champions
17443,220,1,534,534,2,2,2,222,6,Lost
17444,152,2,2389,2389,3,3,4,334,10,Loyal Customers
17446,177,2,121,121,3,3,1,331,7,Loyal Customers
17447,40,2,542,542,4,3,2,432,9,Loyal Customers
17448,529,41,14449,14449,1,5,5,155,11,At Risk
17449,2,13,4865,4865,5,5,5,555,15,Champions
17450,8,51,244784,28616,5,5,5,555,15,Champions
17451,1,7,1721,1721,5,4,4,544,13,Champions
17453,18,2,487,487,5,3,2,532,10,Loyal Customers
17454,192,10,1548,1548,2,5,4,254,11,At Risk
17455,204,1,132,132,2,2,1,221,5,Lost
17456,365,2,976,976,2,3,3,233,8,At Risk
17457,127,14,5985,5985,3,5,5,355,13,Loyal Customers
17458,15,2,530,530,5,3,2,532,10,Loyal Customers
17459,43,2,657,657,4,3,3,433,10,Loyal Customers
17460,94,16,2158,2158,3,5,4,354,12,Loyal Customers
17461,23,3,736,736,4,3,3,433,10,Loyal Customers
17462,60,2,676,676,3,3,3,333,9,Loyal Customers
17463,16,7,2535,2535,5,4,4,544,13,Champions
17464,158,3,907,907,3,3,3,333,9,Loyal Customers
17465,426,7,2543,2543,1,4,4,144,9,At Risk
17466,10,2,763,763,5,3,3,533,11,Loyal Customers
17467,395,1,103,103,2,2,1,221,5,Lost
17468,10,3,195,195,5,3,1,531,9,Loyal Customers
17469,16,17,5051,5051,5,5,5,555,15,Champions
17470,45,11,2626,2626,4,5,4,454,13,Champions
17471,475,1,322,322,1,2,2,122,5,Lost
17472,191,4,922,922,2,4,3,243,9,At Risk
17473,409,2,607,607,2,3,3,233,8,At Risk
17474,600,1,1047,1047,1,2,3,123,6,Lost
17475,79,1,194,194,3,2,1,321,6,Lost
17476,396,2,490,490,2,3,2,232,7,At Risk
17477,613,2,1144,1144,1,3,3,133,7,At Risk
17478,408,2,1273,1273,2,3,4,234,9,At Risk
17479,633,1,389,389,1,2,2,122,5,Lost
17480,78,2,882,882,3,3,3,333,9,Loyal Customers
17481,4,4,1256,1256,5,4,4,544,13,Champions
17482,487,2,776,776,1,3,3,133,7,At Risk
17483,65,4,592,592,3,4,2,342,9,Loyal Customers
17484,576,2,210,210,1,3,1,131,5,At Risk
17486,261,1,397,397,2,2,2,222,6,Lost
17487,728,1,161,161,1,2,1,121,4,Lost
17488,641,1,336,336,1,2,2,122,5,Lost
17489,59,2,377,377,4,3,2,432,9,Loyal Customers
17490,1,9,2750,2750,5,5,4,554,14,Champions
17491,1,17,5654,5654,5,5,5,555,15,Champions
17492,248,3,1122,1122,2,3,3,233,8,At Risk
17493,385,1,101,101,2,2,1,221,5,Lost
17494,502,1,55,55,1,2,1,121,4,Lost
17495,8,3,807,807,5,3,3,533,11,Loyal Customers
17496,359,4,1413,1413,2,4,4,244,10,At Risk
17497,390,2,287,287,2,3,2,232,7,At Risk
17498,76,1,272,272,3,2,1,321,6,Lost
17499,290,2,1341,1341,2,3,4,234,9,At Risk
17500,17,3,1138,1138,5,3,3,533,11,Loyal Customers
17501,221,2,289,289,2,3,2,232,7,At Risk
17502,9,4,689,689,5,4,3,543,12,Loyal Customers
17503,3,2,559,559,5,3,2,532,10,Loyal Customers
17504,206,18,9490,9490,2,5,5,255,12,At Risk
17505,162,5,2435,2435,3,4,4,344,11,Loyal Customers
17506,76,1,302,302,3,2,2,322,7,Lost
17507,262,2,606,606,2,3,3,233,8,At Risk
17508,281,8,4579,4579,2,5,5,255,12,At Risk
17509,58,8,6084,6084,4,5,5,455,14,Champions
17510,25,2,515,515,4,3,2,432,9,Loyal Customers
17511,3,60,172133,28616,5,5,5,555,15,Champions
17512,29,18,5468,5468,4,5,5,455,14,Champions
17513,72,3,1159,1159,3,3,3,333,9,Loyal Customers
17514,128,2,522,522,3,3,2,332,8,Loyal Customers
17515,31,9,1603,1603,4,5,4,454,13,Champions
17516,15,6,948,948,5,4,3,543,12,Loyal Customers
17517,309,1,154,154,2,2,1,221,5,Lost
17518,426,2,329,329,1,3,2,132,6,At Risk
17519,17,15,4774,4774,5,5,5,555,15,Champions
17520,54,1,547,547,4,2,2,422,8,New Customers
17521,30,5,1278,1278,4,4,4,444,12,Champions
17522,2,5,1066,1066,5,4,3,543,12,Loyal Customers
17523,11,4,653,653,5,4,3,543,12,Loyal Customers
17524,361,3,539,539,2,3,2,232,7,At Risk
17525,360,3,1162,1162,2,3,3,233,8,At Risk
17526,5,12,3939,3939,5,5,5,555,15,Champions
17527,54,4,939,939,4,4,3,443,11,Loyal Customers
17528,1,8,3628,3628,5,5,5,555,15,Champions
17529,610,2,1240,1240,1,3,4,134,8,At Risk
17530,1,12,2787,2787,5,5,4,554,14,Champions
17531,190,3,1267,1267,2,3,4,234,9,At Risk
17532,386,1,65,65,2,2,1,221,5,Lost
17533,435,1,35,35,1,2,1,121,4,Lost
17534,54,5,1669,1669,4,4,4,444,12,Champions
17535,280,1,164,164,2,2,1,221,5,Lost
17536,177,3,365,365,3,3,2,332,8,Loyal Customers
17537,30,2,888,888,4,3,3,433,10,Loyal Customers
17538,26,1,98,98,4,2,1,421,7,New Customers
17539,628,3,1162,1162,1,3,3,133,7,At Risk
17540,25,6,1591,1591,4,4,4,444,12,Champions
17541,510,1,120,120,1,2,1,121,4,Lost
17542,270,3,341,341,2,3,2,232,7,At Risk
17543,550,1,120,120,1,2,1,121,4,Lost
17544,390,3,945,945,2,3,3,233,8,At Risk
17545,43,6,1410,1410,4,4,4,444,12,Champions
17547,376,2,728,728,2,3,3,233,8,At Risk
17548,234,4,731,731,2,4,3,243,9,At Risk
17549,24,2,149,149,4,3,1,431,8,Loyal Customers
17550,197,9,2507,2507,2,5,4,254,11,At Risk
17551,359,1,290,290,2,2,2,222,6,Lost
17552,60,12,2787,2787,3,5,4,354,12,Loyal Customers
17553,130,4,3758,3758,3,4,5,345,12,Loyal Customers
17554,1,5,1952,1952,5,4,4,544,13,Champions
17555,20,5,1046,1046,4,4,3,443,11,Loyal Customers
17556,206,2,301,301,2,3,2,232,7,At Risk
17557,14,4,575,575,5,4,2,542,11,Loyal Customers
17558,393,1,259,259,2,2,1,221,5,Lost
17559,513,1,168,168,1,2,1,121,4,Lost
17560,95,8,1896,1896,3,5,4,354,12,Loyal Customers
17561,19,4,703,703,5,4,3,543,12,Loyal Customers
17562,14,7,1122,1122,5,4,3,543,12,Loyal Customers
17563,578,2,392,392,1,3,2,132,6,At Risk
17564,24,3,454,454,4,3,2,432,9,Loyal Customers
17565,587,1,132,132,1,2,1,121,4,Lost
17566,8,2,870,870,5,3,3,533,11,Loyal Customers
17567,7,9,4838,4838,5,5,5,555,15,Champions
17568,633,1,374,374,1,2,2,122,5,Lost
17569,332,1,344,344,2,2,2,222,6,Lost
17571,50,5,1630,1630,4,4,4,444,12,Champions
17572,71,10,652,652,3,5,3,353,11,Loyal Customers
17573,29,3,381,381,4,3,2,432,9,Loyal Customers
17574,243,1,186,186,2,2,1,221,5,Lost
17575,667,1,172,172,1,2,1,121,4,Lost
17576,8,41,8706,8706,5,5,5,555,15,Champions
17577,645,2,349,349,1,3,2,132,6,At Risk
17578,218,7,1047,1047,2,4,3,243,9,At Risk
17579,5,4,753,753,5,4,3,543,12,Loyal Customers
17580,253,5,538,538,2,4,2,242,8,At Risk
17581,1,43,17951,17951,5,5,5,555,15,Champions
17582,236,5,1447,1447,2,4,4,244,10,At Risk
17583,560,1,136,136,1,2,1,121,4,Lost
17584,7,6,5309,5309,5,4,5,545,14,Champions
17585,109,7,2065,2065,3,4,4,344,11,Loyal Customers
17586,619,1,167,167,1,2,1,121,4,Lost
17587,628,1,174,174,1,2,1,121,4,Lost
17588,100,7,2940,2940,3,4,5,345,12,Loyal Customers
17589,60,18,13806,13806,3,5,5,355,13,Loyal Customers
17590,2,3,1467,1467,5,3,4,534,12,Loyal Customers
17591,73,8,2339,2339,3,5,4,354,12,Loyal Customers
17592,739,1,148,148,1,2,1,121,4,Lost
17593,4,11,8092,8092,5,5,5,555,15,Champions
17594,85,4,2498,2498,3,4,4,344,11,Loyal Customers
17595,12,2,387,387,5,3,2,532,10,Loyal Customers
17596,23,13,4491,4491,4,5,5,455,14,Champions
17597,214,5,3484,3484,2,4,5,245,11,At Risk
17598,381,1,410,410,2,2,2,222,6,Lost
17599,478,1,52,52,1,2,1,121,4,Lost
17600,18,1,162,162,5,2,1,521,8,New Customers
17601,239,2,413,413,2,3,2,232,7,At Risk
17602,2,14,7354,7354,5,5,5,555,15,Champions
17603,78,4,1788,1788,3,4,4,344,11,Loyal Customers
17604,217,6,942,942,2,4,3,243,9,At Risk
17605,590,1,161,161,1,2,1,121,4,Lost
17606,737,1,87,87,1,2,1,121,4,Lost
17607,376,1,334,334,2,2,2,222,6,Lost
17608,33,4,488,488,4,4,2,442,10,Loyal Customers
17609,41,11,1875,1875,4,5,4,454,13,Champions
17610,540,5,1512,1512,1,4,4,144,9,At Risk
17611,7,28,8288,8288,5,5,5,555,15,Champions
17612,53,18,5395,5395,4,5,5,455,14,Champions
17613,23,14,4545,4545,4,5,5,455,14,Champions
17614,57,1,386,386,4,2,2,422,8,New Customers
17615,130,6,722,722,3,4,3,343,10,Loyal Customers
17616,174,4,734,734,3,4,3,343,10,Loyal Customers
17617,559,1,385,385,1,2,2,122,5,Lost
17618,6,11,4002,4002,5,5,5,555,15,Champions
17619,312,1,214,214,2,2,1,221,5,Lost
17620,60,1,81,81,3,2,1,321,6,Lost
17621,21,6,3175,3175,4,4,5,445,13,Champions
17622,598,2,1130,1130,1,3,3,133,7,At Risk
17623,33,7,2366,2366,4,4,4,444,12,Champions
17624,15,4,1569,1569,5,4,4,544,13,Champions
17625,18,8,5979,5979,5,5,5,555,15,Champions
17626,603,1,254,254,1,2,1,121,4,Lost
17627,479,1,296,296,1,2,2,122,5,Lost
17628,81,1,76,76,3,2,1,321,6,Lost
17629,6,10,2456,2456,5,5,4,554,14,Champions
17630,170,2,504,504,3,3,2,332,8,Loyal Customers
17631,2,7,998,998,5,4,3,543,12,Loyal Customers
17633,31,7,2057,2057,4,4,4,444,12,Champions
17634,36,9,2359,2359,4,5,4,454,13,Champions
17635,424,3,1266,1266,1,3,4,134,8,At Risk
17636,19,1,286,286,5,2,2,522,9,New Customers
17637,31,2,547,547,4,3,2,432,9,Loyal Customers
17638,647,2,842,842,1,3,3,133,7,At Risk
17639,276,6,615,615,2,4,3,243,9,At Risk
17640,87,6,3169,3169,3,4,5,345,12,Loyal Customers
17642,120,5,1824,1824,3,4,4,344,11,Loyal Customers
17643,373,2,440,440,2,3,2,232,7,At Risk
17644,1,20,6029,6029,5,5,5,555,15,Champions
17646,219,12,3899,3899,2,5,5,255,12,At Risk
17647,65,3,332,332,3,3,2,332,8,Loyal Customers
17648,61,5,2216,2216,3,4,4,344,11,Loyal Customers
17649,138,3,1579,1579,3,3,4,334,10,Loyal Customers
17650,21,1,166,166,4,2,1,421,7,New Customers
17651,12,16,5704,5704,5,5,5,555,15,Champions
17652,25,12,4868,4868,4,5,5,455,14,Champions
17653,37,4,1208,1208,4,4,4,444,12,Champions
17654,277,1,118,118,2,2,1,221,5,Lost
17655,11,9,2976,2976,5,5,5,555,15,Champions
17656,73,5,1675,1675,3,4,4,344,11,Loyal Customers
17657,430,1,126,126,1,2,1,121,4,Lost
17658,26,2,595,595,4,3,2,432,9,Loyal Customers
17659,17,14,3587,3587,5,5,5,555,15,Champions
17660,141,2,342,342,3,3,2,332,8,Loyal Customers
17662,662,2,413,413,1,3,2,132,6,At Risk
17663,26,17,5176,5176,4,5,5,455,14,Champions
17664,19,4,1166,1166,5,4,3,543,12,Loyal Customers
17665,493,1,563,563,1,2,2,122,5,Lost
17666,4,5,2048,2048,5,4,4,544,13,Champions
17667,66,9,3951,3951,3,5,5,355,13,Loyal Customers
17668,1,2,348,348,5,3,2,532,10,Loyal Customers
17669,43,10,6142,6142,4,5,5,455,14,Champions
17670,228,1,206,206,2,2,1,221,5,Lost
17671,16,5,2009,2009,5,4,4,544,13,Champions
17672,50,7,5779,5779,4,4,5,445,13,Champions
17673,2,13,4174,4174,5,5,5,555,15,Champions
17674,74,2,551,551,3,3,2,332,8,Loyal Customers
17675,1,70,37642,28616,5,5,5,555,15,Champions
17676,4,10,2449,2449,5,5,4,554,14,Champions
